entry_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,auth_status,label
USR_103,user,2026-07-01 08:56:08,192.168.152.109,"San Francisco, US|37.7701,-122.4160",/report/download,password,1366,connect -> access_download -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
USR_116,user,2026-07-01 08:56:12,192.168.95.54,"Chicago, US|41.8834,-87.6386",/email/inbox,password,2321,connect -> access_inbox -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_124,user,2026-07-01 08:56:27,192.168.138.150,"Bangalore, IN|12.9657,77.5844",/api/v1/user/settings,password,2866,connect -> access_settings -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_127,user,2026-07-01 08:56:45,192.168.161.175,"Chicago, US|41.8768,-87.6262",/api/v1/user/settings,password,2525,connect -> access_settings -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_127,user,2026-07-01 08:56:50,192.168.161.203,"Chicago, US|41.8856,-87.6294",/dashboard/home,password,2802,connect -> access_home -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_127,user,2026-07-01 08:57:10,192.168.161.175,"Chicago, US|41.8862,-87.6367",/dashboard/home,password,1265,connect -> access_home -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_114,user,2026-07-01 08:57:22,192.168.198.75,"London, UK|51.4989,-0.1281",/report/download,password,1936,connect -> access_download -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
USR_124,user,2026-07-01 08:57:50,192.168.138.192,"Bangalore, IN|12.9735,77.5944",/api/v1/user/settings,password,526,connect -> access_settings -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
DEV_142,edge_device,2026-07-01 08:58:08,192.168.172.96,"Singapore, SG|1.3418,103.8194",/sensor/telemetry/push,certificate,27,connect -> access_push -> disconnect,OS:EmbeddedLinux|Firmware:v2.1.0|MAC:70:B3:D5:11:22:33|Proto:ModbusTCP,SUCCESS,normal
USR_113,user,2026-07-01 08:58:17,192.168.50.18,"Sao Paulo, BR|-23.5570,-46.6300",/tools/analytics,password,620,connect -> access_analytics -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
SVC_143,service_account,2026-07-01 08:58:20,192.168.64.87,"San Francisco, US|37.7767,-122.4241",/storage/blob/read,token,18,connect -> access_read -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
USR_102,user,2026-07-01 08:58:40,192.168.189.174,"Chicago, US|41.8755,-87.6351",/tools/analytics,password,327,connect -> access_analytics -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_109,user,2026-07-01 08:58:48,192.168.25.92,"Singapore, SG|1.3518,103.8246",/user/profile,password,3343,connect -> access_profile -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
DEV_136,edge_device,2026-07-01 08:58:51,192.168.83.126,"Sao Paulo, BR|-23.5554,-46.6308",/plc/register/read,certificate,18,connect -> access_read -> disconnect,OS:EmbeddedLinux|Firmware:v2.1.0|MAC:70:B3:D5:11:22:33|Proto:ModbusTCP,SUCCESS,normal
USR_115,user,2026-07-01 08:59:18,192.168.98.72,"San Francisco, US|37.7722,-122.4234",/tools/analytics,password,1465,connect -> access_analytics -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
DEV_139,edge_device,2026-07-01 08:59:44,192.168.169.122,"Chicago, US|41.8776,-87.6350",/firmware/status,certificate,5,connect -> access_status -> disconnect,OS:FreeRTOS-v10|Firmware:v3.4.1|MAC:00:80:E1:AA:BB:CC|Proto:MQTT,SUCCESS,normal
DEV_135,edge_device,2026-07-01 08:59:49,192.168.96.196,"Chicago, US|41.8753,-87.6358",/device/heartbeat,certificate,21,connect -> access_heartbeat -> disconnect,OS:FreeRTOS-v10|Firmware:v3.4.1|MAC:00:80:E1:AA:BB:CC|Proto:MQTT,SUCCESS,normal
USR_102,user,2026-07-01 09:00:11,192.168.189.174,"Chicago, US|41.8879,-87.6296",/dashboard/home,password,659,connect -> access_home -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_116,user,2026-07-01 09:00:37,192.168.95.91,"Chicago, US|41.8746,-87.6287",/document/view,password,2531,connect -> access_view -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_117,user,2026-07-01 09:00:43,192.168.156.137,"San Francisco, US|37.7743,-122.4205",/email/inbox,password,334,connect -> access_inbox -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
DEV_134,edge_device,2026-07-01 09:00:57,192.168.216.130,"Frankfurt, DE|50.1140,8.6859",/sensor/telemetry/push,certificate,12,connect -> access_push -> disconnect,OS:FreeRTOS-v10|Firmware:v3.4.1|MAC:00:80:E1:AA:BB:CC|Proto:MQTT,SUCCESS,normal
USR_124,user,2026-07-01 09:01:12,192.168.138.68,"Bangalore, IN|12.9689,77.5917",/user/profile,password,2222,connect -> access_profile -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
DEV_133,edge_device,2026-07-01 09:01:27,192.168.196.46,"Bangalore, IN|12.9702,77.5831",/plc/register/read,certificate,19,connect -> access_read -> disconnect,OS:FreeRTOS-v10|Firmware:v3.4.1|MAC:00:80:E1:AA:BB:CC|Proto:MQTT,SUCCESS,normal
SVC_143,service_account,2026-07-01 09:01:51,192.168.64.17,"San Francisco, US|37.7673,-122.4126",/db/backup/run,token,38,connect -> access_run -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
USR_102,user,2026-07-01 09:02:12,192.168.189.174,"Chicago, US|41.8863,-87.6310",/report/download,password,369,connect -> access_download -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
SVC_144,service_account,2026-07-01 09:02:26,192.168.142.57,"Sao Paulo, BR|-23.5476,-46.6317",/metrics/export,token,11,connect -> access_export -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
USR_129,user,2026-07-01 09:02:56,192.168.65.142,"Bangalore, IN|12.9870,77.6002",/dashboard/home,password,421,connect -> access_home -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
USR_110,user,2026-07-01 09:03:16,192.168.207.187,"Frankfurt, DE|50.1103,8.6773",/email/inbox,password,389,connect -> access_inbox -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
DEV_141,edge_device,2026-07-01 09:03:36,192.168.194.52,"Bangalore, IN|12.9636,77.5956",/plc/register/read,certificate,42,connect -> access_read -> disconnect,OS:EmbeddedLinux|Firmware:v2.1.0|MAC:70:B3:D5:11:22:33|Proto:ModbusTCP,SUCCESS,normal
USR_125,user,2026-07-01 09:03:47,192.168.103.57,"Sao Paulo, BR|-23.5543,-46.6404",/user/profile,password,2566,connect -> access_profile -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
DEV_133,edge_device,2026-07-01 09:04:02,192.168.196.46,"Bangalore, IN|12.9684,77.5892",/edge/config/fetch,certificate,43,connect -> access_fetch -> disconnect,OS:FreeRTOS-v10|Firmware:v3.4.1|MAC:00:80:E1:AA:BB:CC|Proto:MQTT,SUCCESS,normal
SVC_145,service_account,2026-07-01 09:04:28,192.168.182.59,"San Francisco, US|37.7833,-122.4150",/storage/blob/read,token,12,connect -> access_read -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
DEV_136,edge_device,2026-07-01 09:04:57,192.168.83.5,"Sao Paulo, BR|-23.5505,-46.6259",/device/heartbeat,certificate,51,connect -> access_heartbeat -> disconnect,OS:EmbeddedLinux|Firmware:v2.1.0|MAC:70:B3:D5:11:22:33|Proto:ModbusTCP,SUCCESS,normal
USR_115,user,2026-07-01 09:05:12,192.168.98.117,"San Francisco, US|37.7753,-122.4237",/document/view,password,1814,connect -> access_view -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_127,user,2026-07-01 09:05:25,192.168.161.203,"Chicago, US|41.8857,-87.6271",/dashboard/home,password,3108,connect -> access_home -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_121,user,2026-07-01 09:05:39,192.168.17.234,"Frankfurt, DE|50.1057,8.6811",/document/view,password,2844,connect -> access_view -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
SVC_144,service_account,2026-07-01 09:05:44,192.168.142.59,"Sao Paulo, BR|-23.5549,-46.6402",/api/v1/auth/token,token,35,connect -> access_token -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
USR_106,user,2026-07-01 09:06:11,192.168.115.151,"London, UK|51.5120,-0.1183",/report/download,password,501,connect -> access_download -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
USR_124,user,2026-07-01 09:06:35,192.168.138.150,"Bangalore, IN|12.9646,77.5974",/email/inbox,password,3445,connect -> access_inbox -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
DEV_138,edge_device,2026-07-01 09:06:37,192.168.188.209,"San Francisco, US|37.7716,-122.4218",/plc/register/read,certificate,40,connect -> access_read -> disconnect,OS:FreeRTOS-v10|Firmware:v3.4.1|MAC:00:80:E1:AA:BB:CC|Proto:MQTT,SUCCESS,normal
USR_108,user,2026-07-01 09:06:59,192.168.246.27,"London, UK|51.5044,-0.1321",/document/view,password,1802,connect -> access_view -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
USR_128,user,2026-07-01 09:07:24,192.168.17.98,"Sao Paulo, BR|-23.5503,-46.6375",/dashboard/home,password,3073,connect -> access_home -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_120,user,2026-07-01 09:07:44,192.168.211.81,"London, UK|51.5088,-0.1281",/dashboard/home,password,1560,connect -> access_home -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_114,user,2026-07-01 09:08:01,192.168.198.253,"London, UK|51.5062,-0.1323",/api/v1/user/settings,password,753,connect -> access_settings -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
USR_107,user,2026-07-01 09:08:09,192.168.179.72,"Chicago, US|41.8752,-87.6260",/tools/analytics,password,1554,connect -> access_analytics -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
USR_108,user,2026-07-01 09:08:21,192.168.246.27,"London, UK|51.5099,-0.1327",/document/view,password,3243,connect -> access_view -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
USR_128,user,2026-07-01 09:08:29,192.168.17.153,"Sao Paulo, BR|-23.5500,-46.6295",/user/profile,password,3581,connect -> access_profile -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
SVC_144,service_account,2026-07-01 09:08:49,192.168.142.59,"Sao Paulo, BR|-23.5588,-46.6306",/queue/consume,token,46,connect -> access_consume -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
SVC_143,service_account,2026-07-01 09:09:09,192.168.64.17,"San Francisco, US|37.7716,-122.4165",/storage/blob/read,token,58,connect -> access_read -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
USR_112,user,2026-07-01 09:09:10,192.168.213.159,"Frankfurt, DE|50.1071,8.6731",/api/v1/user/settings,password,1239,connect -> access_settings -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_122,user,2026-07-01 09:09:40,192.168.55.168,"Tokyo, JP|35.6681,139.6505",/dashboard/home,password,1557,connect -> access_home -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_110,user,2026-07-01 09:10:08,192.168.207.187,"Frankfurt, DE|50.1122,8.6776",/api/v1/user/settings,password,2439,connect -> access_settings -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_110,user,2026-07-01 09:10:11,192.168.207.12,"Frankfurt, DE|50.1141,8.6738",/api/v1/user/settings,password,3155,connect -> access_settings -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
DEV_134,edge_device,2026-07-01 09:10:14,192.168.216.130,"Frankfurt, DE|50.1106,8.6760",/edge/config/fetch,certificate,18,connect -> access_fetch -> disconnect,OS:FreeRTOS-v10|Firmware:v3.4.1|MAC:00:80:E1:AA:BB:CC|Proto:MQTT,SUCCESS,normal
USR_122,user,2026-07-01 09:10:29,192.168.55.128,"Tokyo, JP|35.6729,139.6505",/document/view,password,764,connect -> access_view -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_121,user,2026-07-01 09:10:53,192.168.17.242,"Frankfurt, DE|50.1066,8.6802",/user/profile,password,3301,connect -> access_profile -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_104,user,2026-07-01 09:10:56,192.168.60.7,"London, UK|51.5124,-0.1307",/email/inbox,password,757,connect -> access_inbox -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
SVC_144,service_account,2026-07-01 09:10:58,192.168.142.151,"Sao Paulo, BR|-23.5463,-46.6389",/db/backup/run,token,10,connect -> access_run -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
USR_128,user,2026-07-01 09:11:20,192.168.17.98,"Sao Paulo, BR|-23.5479,-46.6261",/user/profile,password,2109,connect -> access_profile -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_118,user,2026-07-01 09:11:34,192.168.42.70,"London, UK|51.4950,-0.1318",/tools/analytics,password,1002,connect -> access_analytics -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_123,user,2026-07-01 09:11:38,192.168.37.36,"Sydney, AU|-33.8659,151.2083",/dashboard/home,password,1880,connect -> access_home -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
SVC_144,service_account,2026-07-01 09:12:00,192.168.142.57,"Sao Paulo, BR|-23.5486,-46.6363",/metrics/export,token,42,connect -> access_export -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
USR_120,user,2026-07-01 09:12:22,192.168.211.207,"London, UK|51.5078,-0.1286",/email/inbox,password,306,connect -> access_inbox -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_104,user,2026-07-01 09:12:42,192.168.60.155,"London, UK|51.5132,-0.1265",/email/inbox,password,151,connect -> access_inbox -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_109,user,2026-07-01 09:12:49,192.168.25.217,"Singapore, SG|1.3538,103.8177",/document/view,password,3250,connect -> access_view -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_108,user,2026-07-01 09:13:00,192.168.246.27,"London, UK|51.5050,-0.1300",/report/download,password,151,connect -> access_download -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
USR_112,user,2026-07-01 09:13:14,192.168.213.227,"Frankfurt, DE|50.1129,8.6800",/report/download,password,649,connect -> access_download -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_115,user,2026-07-01 09:13:37,45.142.129.144,"Moscow, RU|55.7558,37.6173",/api/v1/auth/login,password,1,login_attempt -> auth_failed,OS:Unknown|Client:Hydra-v9.2|MAC:00:00:00:00:00:00|Proto:HTTP,FAILED,brute_force
USR_115,user,2026-07-01 09:13:39,45.142.129.144,"Moscow, RU|55.7558,37.6173",/api/v1/auth/login,password,1,login_attempt -> auth_failed,OS:Unknown|Client:Hydra-v9.2|MAC:00:00:00:00:00:00|Proto:HTTP,FAILED,brute_force
USR_115,user,2026-07-01 09:13:41,45.142.129.144,"Moscow, RU|55.7558,37.6173",/api/v1/auth/login,password,1,login_attempt -> auth_failed,OS:Unknown|Client:Hydra-v9.2|MAC:00:00:00:00:00:00|Proto:HTTP,FAILED,brute_force
USR_115,user,2026-07-01 09:13:43,45.142.129.144,"Moscow, RU|55.7558,37.6173",/api/v1/auth/login,password,1,login_attempt -> auth_failed,OS:Unknown|Client:Hydra-v9.2|MAC:00:00:00:00:00:00|Proto:HTTP,FAILED,brute_force
USR_115,user,2026-07-01 09:13:45,45.142.129.144,"Moscow, RU|55.7558,37.6173",/api/v1/auth/login,password,1,login_attempt -> auth_failed,OS:Unknown|Client:Hydra-v9.2|MAC:00:00:00:00:00:00|Proto:HTTP,FAILED,brute_force
USR_115,user,2026-07-01 09:13:47,45.142.129.144,"Moscow, RU|55.7558,37.6173",/api/v1/auth/login,password,1,login_attempt -> auth_failed,OS:Unknown|Client:Hydra-v9.2|MAC:00:00:00:00:00:00|Proto:HTTP,FAILED,brute_force
USR_115,user,2026-07-01 09:13:49,45.142.129.144,"Moscow, RU|55.7558,37.6173",/api/v1/auth/login,password,1,login_attempt -> auth_failed,OS:Unknown|Client:Hydra-v9.2|MAC:00:00:00:00:00:00|Proto:HTTP,FAILED,brute_force
USR_115,user,2026-07-01 09:13:51,45.142.129.144,"Moscow, RU|55.7558,37.6173",/api/v1/auth/login,password,1,login_attempt -> auth_failed,OS:Unknown|Client:Hydra-v9.2|MAC:00:00:00:00:00:00|Proto:HTTP,FAILED,brute_force
USR_115,user,2026-07-01 09:13:53,45.142.129.144,"Moscow, RU|55.7558,37.6173",/api/v1/auth/login,password,1,login_attempt -> auth_failed,OS:Unknown|Client:Hydra-v9.2|MAC:00:00:00:00:00:00|Proto:HTTP,FAILED,brute_force
USR_115,user,2026-07-01 09:13:55,45.142.129.144,"Moscow, RU|55.7558,37.6173",/api/v1/auth/login,password,1,login_attempt -> auth_failed,OS:Unknown|Client:Hydra-v9.2|MAC:00:00:00:00:00:00|Proto:HTTP,FAILED,brute_force
USR_115,user,2026-07-01 09:13:57,45.142.129.144,"Moscow, RU|55.7558,37.6173",/api/v1/auth/login,password,1,login_attempt -> auth_failed,OS:Unknown|Client:Hydra-v9.2|MAC:00:00:00:00:00:00|Proto:HTTP,FAILED,brute_force
USR_115,user,2026-07-01 09:13:59,45.142.129.144,"Moscow, RU|55.7558,37.6173",/api/v1/auth/login,password,1,login_attempt -> auth_failed,OS:Unknown|Client:Hydra-v9.2|MAC:00:00:00:00:00:00|Proto:HTTP,FAILED,brute_force
USR_115,user,2026-07-01 09:14:01,45.142.129.144,"Moscow, RU|55.7558,37.6173",/api/v1/auth/login,password,1,login_attempt -> auth_failed,OS:Unknown|Client:Hydra-v9.2|MAC:00:00:00:00:00:00|Proto:HTTP,FAILED,brute_force
USR_126,user,2026-07-01 09:14:45,192.168.24.13,"Sydney, AU|-33.8674,151.2197",/dashboard/home,password,3159,connect -> access_home -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
USR_130,user,2026-07-01 09:14:46,192.168.175.138,"San Francisco, US|37.7793,-122.4210",/tools/analytics,password,438,connect -> access_analytics -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_128,user,2026-07-01 09:15:05,192.168.17.153,"Sao Paulo, BR|-23.5445,-46.6353",/report/download,password,2468,connect -> access_download -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_127,user,2026-07-01 09:15:26,192.168.161.203,"Chicago, US|41.8679,-87.6348",/dashboard/home,password,1305,connect -> access_home -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_121,user,2026-07-01 09:15:27,192.168.17.242,"Frankfurt, DE|50.1015,8.6803",/tools/analytics,password,823,connect -> access_analytics -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
SVC_145,service_account,2026-07-01 09:15:42,192.168.182.16,"San Francisco, US|37.7750,-122.4110",/api/v1/auth/token,token,28,connect -> access_token -> disconnect,OS:Linux-Kernel6.1|Client:Go-http-client/2.0|MAC:52:54:00:12:34:56|Proto:gRPC,SUCCESS,normal
USR_107,user,2026-07-01 09:16:10,192.168.179.72,"Chicago, US|41.8797,-87.6309",/report/download,password,1116,connect -> access_download -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
DEV_134,edge_device,2026-07-01 09:16:23,192.168.216.130,"Frankfurt, DE|50.1150,8.6710",/edge/config/fetch,certificate,10,connect -> access_fetch -> disconnect,OS:FreeRTOS-v10|Firmware:v3.4.1|MAC:00:80:E1:AA:BB:CC|Proto:MQTT,SUCCESS,normal
USR_122,user,2026-07-01 09:16:47,192.168.55.168,"Tokyo, JP|35.6774,139.6542",/document/view,password,1027,connect -> access_view -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
DEV_133,edge_device,2026-07-01 09:16:50,192.168.196.234,"Bangalore, IN|12.9642,77.6003",/sensor/telemetry/push,certificate,45,connect -> access_push -> disconnect,OS:FreeRTOS-v10|Firmware:v3.4.1|MAC:00:80:E1:AA:BB:CC|Proto:MQTT,SUCCESS,normal
USR_113,user,2026-07-01 09:17:07,192.168.50.18,"Sao Paulo, BR|-23.5488,-46.6354",/document/view,password,3299,connect -> access_view -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
DEV_142,edge_device,2026-07-01 09:17:31,192.168.172.167,"Singapore, SG|1.3553,103.8312",/device/heartbeat,certificate,57,connect -> access_heartbeat -> disconnect,OS:EmbeddedLinux|Firmware:v2.1.0|MAC:70:B3:D5:11:22:33|Proto:ModbusTCP,SUCCESS,normal
USR_110,user,2026-07-01 09:17:35,192.168.207.12,"Frankfurt, DE|50.1118,8.6833",/email/inbox,password,1168,connect -> access_inbox -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_110,user,2026-07-01 09:17:55,192.168.207.118,"Frankfurt, DE|50.1086,8.6779",/tools/analytics,password,3233,connect -> access_analytics -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_112,user,2026-07-01 09:17:58,192.168.213.159,"Frankfurt, DE|50.1151,8.6778",/api/v1/user/settings,password,3285,connect -> access_settings -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
DEV_137,edge_device,2026-07-01 09:18:13,192.168.62.62,"Frankfurt, DE|50.1113,8.6797",/plc/register/read,certificate,53,connect -> access_read -> disconnect,OS:FreeRTOS-v10|Firmware:v3.4.1|MAC:00:80:E1:AA:BB:CC|Proto:MQTT,SUCCESS,normal
DEV_137,edge_device,2026-07-01 09:18:35,192.168.62.62,"Frankfurt, DE|50.1133,8.6838",/plc/register/read,certificate,46,connect -> access_read -> disconnect,OS:FreeRTOS-v10|Firmware:v3.4.1|MAC:00:80:E1:AA:BB:CC|Proto:MQTT,SUCCESS,normal
DEV_141,edge_device,2026-07-01 09:19:03,192.168.194.177,"Bangalore, IN|12.9768,77.5920",/device/heartbeat,certificate,25,connect -> access_heartbeat -> disconnect,OS:EmbeddedLinux|Firmware:v2.1.0|MAC:70:B3:D5:11:22:33|Proto:ModbusTCP,SUCCESS,normal
DEV_131,edge_device,2026-07-01 09:19:06,192.168.29.112,"Tokyo, JP|35.6749,139.6454",/firmware/status,certificate,33,connect -> access_status -> disconnect,OS:EmbeddedLinux|Firmware:v2.1.0|MAC:70:B3:D5:11:22:33|Proto:ModbusTCP,SUCCESS,normal
USR_104,user,2026-07-01 09:19:25,192.168.60.130,"London, UK|51.5052,-0.1259",/user/profile,password,1561,connect -> access_profile -> disconnect,OS:Ubuntu22|Browser:Firefox121|MAC:00:1A:2B:3C:4D:5E|Proto:HTTPS,SUCCESS,normal
USR_130,user,2026-07-01 09:19:35,192.168.175.227,"San Francisco, US|37.7787,-122.4240",/dashboard/home,password,1971,connect -> access_home -> disconnect,OS:MacOS14|Browser:Safari17|MAC:F0:18:98:44:55:66|Proto:HTTPS,SUCCESS,normal
USR_119,user,2026-07-01 09:19:47,192.168.57.176,"Bangalore, IN|12.9759,77.6014",/api/v1/user/settings,password,434,connect -> access_settings -> disconnect,OS:Windows11|Browser:Chrome120|MAC:AC:DE:48:11:22:33|Proto:HTTPS,SUCCESS,normal
